name,latitude,longitude,free_bikes
Argenson - Château,48.888559314669514,2.2642001509666447,21
Saint Lambert - Blomet,48.83659148147257,2.2930556908249855,2
Saint-Maur - République,48.864185861455,2.3783174157143,2
Mairie de Rosny-sous-Bois,48.871256519012,2.4865807592869,19
Mouton Duvernet - Général Leclerc,48.831632518293,2.3293121159077,1
Pernety - Raymond Losserand,48.834254627953,2.317609339387,3
Champs de Manoeuvre - Cartoucherie,48.835261,2.447974,20
Belleville - Télégraphe,48.8756045,2.3995549,0
Abbeville - Faubourg Poissonnière,48.879223,2.349147,4
Porte de Pantin.,48.889199725577,2.3950181901455,3
Passy - Place du Costa Rica,48.8584893,2.2839655,9
Miromesnil - La Boétie,48.873722412917,2.3158480972052,35
Place Etienne Pernet,48.84243457133779,2.2921819612383847,19
Bons Raisins - Voltaire,48.87282451461399,2.1947155570850896,3
Saint-Augustin,48.8762009747008,2.319786250591278,44
Lecourbe - Jean Maridor,48.83796366147599,2.2877392172813416,10
Colonel Monteil - Brune,48.82650293311,2.3092747998272,2
République - Auguste Perret,48.78695280952244,2.3518594354391094,1
Marcel Pourtout - Édouard Manet ,48.87555620763429,2.1655967831611638,13
Port Royal - Hôpital Cochin,48.838608030238,2.3406994164846,9
Adolphe Pinard - Victor Hugo,48.8236825874564,2.3077843710780144,0
Claude Decaen - Cannebière,48.83761417037952,2.397253782195704,1
Pierre et Marie Curie - Maurice Thorez,48.81580226360801,2.376804985105991,12
Mornay - Sully,48.84970399548416,2.364460788667202,5
Suzanne Masson,48.923306888013,2.3847292397611,19
Legendre - Clichy,48.88896161855884,2.322528975094376,2
Place Charles de Gaulle,48.826073335699,2.1894485725692,0
Roquette - Auguste Laurent,48.858001906023354,2.381797702650783,6
Bridaine - Lamandé,48.8862074,2.3206239,4
Ney - Porte de Montmartre,48.897918,2.3364872,1
Place du Canada,48.865346269363,2.3101937879648,55
Francoeur - Marcadet,48.89104123261663,2.340014585442034,0
Georges V - François 1er,48.87034,2.30082,22
Gare de Pont-Cardinet,48.88713901475306,2.314494143994255,1
Square Pierre Lazareff,48.867141720746,2.3483933508396,13
Marceau - Chaillot,48.868834023334,2.2986030816809,15
Vaugirard - Monsieur le Prince,48.848951441614,2.3411329463124,19
Edouard Vaillant - Galliéni,48.858462881661,2.4147954583168,4
Gare Rosny-Bois-Perrier,48.88115023337061,2.480436824262142,20
Condorcet - Turgot,48.87985155789093,2.345232367515564,3
Cordelières - Arago,48.83548071896613,2.348572461702221,16
Le Brix et Mesmin - Jourdan,48.82234096593411,2.327861653302471,2
Mairie du 2ème,48.8672190355135,2.3404625437747044,26
Philippe-Auguste,48.851853488265,2.3932945355773,14
Charles Delescluze,48.85242200848887,2.380632497370243,17
Place de la Montagne du Goulet,48.8443415,2.2773844,20
Place de la Madeleine - Royale,48.869228052648,2.324421107769,40
Geoffroy-Saint-Hilaire - Saint-Marcel,48.83907826424974,2.356877340669728,4
Le Corbusier - Jean Jaurès,48.83780830557548,2.2408381104469304,45
Lorraine - Jean Jaurès,48.8863865,2.3825772,1
Mairie,48.87914304162,2.4163350908311,1
Raspail - Bac,48.855628721101,2.3256602883339,50
Raymond Poincaré - Allée de la Marche,48.838634069623,2.1724102640451,8
Place Tristan Bernard,48.8794936,2.2915423,4
Cité Vaneau,48.8542210666207,2.319614924490452,18
Edgar Quinet - Gaité,48.841160928966,2.324595451355,1
Romainville - Vaillant-Couturier,48.86785,2.446748,2
Surcouf - Université,48.861273016278,2.3094535509142,28
Vaugirard - Pasteur,48.84040868803496,2.3154367133975033,2
Jean Calvin - Tournefort,48.84158856925782,2.348489575088024,26
Mozart - Jasmin,48.85286124871689,2.268483570651513,2
Hippodrome de Longchamp,48.86413226532,2.239905372262,21
Théophile Gautier - François Millet,48.85034821320644,2.273029983043671,19
Porte de Clignancourt - Ney,48.899641123987095,2.344321422278881,15
Plantes - Moulin Vert,48.83005755305626,2.3232302069664006,2
Porte de Clichy - Place des Nations Unies,48.896737263309504,2.310542999196392,36
Champ de Mars - Cler,48.856691550115315,2.306646779179573,22
Vaneau - Sèvres,48.848563233059,2.3204218259346,27
Marcelle - Thalie,48.8835462,2.4137883,1
Danielle Casanova - Place Vendôme,48.868266498223,2.3304839059711,35
Westermeyer - Paul Vaillant-Couturier,48.819116181578764,2.3966637253761296,27
Boyer - Ménilmontant,48.868895162679,2.3919824145635,1
Argenteuil - Voltaire,48.91864865955558,2.2814112156629562,0
Place de la Bastille - Bourdon,48.852364355271,2.3681089282036,32
Dunkerque - Trudaine,48.88215166773376,2.3463253676891327,0
Hôtel de Ville de Chaville,48.80887149094033,2.188134044408798,0
Commerce - Letellier,48.84797660373612,2.2966245196598805,12
Jean Bouin - Gouverneur Général Eboué,48.824792734266,2.2651904328524,27
Temple - Charlot,48.865709343796,2.3652737250724,21
Emile Zola - Fondary,48.847051143113745,2.2953405976295476,21
Paris - Désiré Préaux,48.85742876694898,2.4323049187660217,12
Maison de Radio - France,48.85132886434057,2.277785539627075,37
Taitbout - La Fayette,48.8733298892,2.3352625966072,52
Montparnasse -  Square Ozanam,48.843310567822,2.3265242949128,3
Simon Bolivar - Henri Turot,48.877475489801,2.3739709492211,3
Jean Macé - Faidherbe,48.85337548426,2.3828620836139,10
Santé - Arago,48.83507657562064,2.3415737262044938,10
Cours de l'Ile Seguin - Parc Billancourt,48.82714055843935,2.234234511852265,21
Crozatier - Faubourg Saint-Antoine,48.850440013405,2.378901366211,10
Hôtel de Ville de Sèvres,48.824363561289,2.2131047397852,5
Place Amédée Gordini - Lefebvre,48.83061737745,2.2920634208276,1
Gare de l'Est - Place du 11 Novembre 1918,48.876327,2.3585464,0
Square Victor Basch,48.914304862261,2.2289156913757,18
Place des Abbesses,48.884542726149725,2.3386867716908455,2
Redoute - Les Courtilles,48.929867194519,2.2836696356535,6
André Karman - République,48.91039875761846,2.3851355910301213,7
Place Lafayette,48.829654975522,2.2638675570488,58
Pyrénées - Emmery,48.872010281270974,2.392039597034455,1
Gare Saint-Lazare - Place de Budapest,48.877753,2.327339,20
Croix Nivert - Square Saint-Lambert,48.843051521591,2.2952004522085,0
René Boulanger - Lancry,48.8685433,2.3600032,0
Billancourt - Général Leclerc ,48.8322649,2.2380413,20
Jourdan - Stade Charléty,48.819428333369,2.3433353751898,4
Place de la Porte de Passy,48.857341095470794,2.2644165538827115,8
Lourmel - Marie Skobtsov,48.844974,2.287283,3
Artois - Berri,48.87393521240818,2.3064258322119713,21
Place du Maréchal de Lattre de Tassigny,48.821707715257055,2.2853431485432423,3
M.- A. Lagroua Weill-Hallé -  F. Dolto,48.828595283857425,2.380220606266108,51
Gare - Aristide Briand,48.821410564722,2.2555950104387,24
Place Saint-Just,48.790379518724265,2.3895226791501045,12
Saint-Germain - Ciseaux,48.853305277595,2.3344654618827,16
Gare de Chaville Rive Gauche,48.805160304345,2.188277207315,1
Château de Vincennes,48.84423193255657,2.439209537709179,7
Roger Salengro - Général de Gaulle,48.820029010376956,2.4846760556101803,18
Gare d'Austerlitz - Quai Saint-Bernard,48.84369030864,2.3657163977623,12
Marceau Delorme - Pierre Brossolette,48.91206062860357,2.295897423568745,4
Saint-Mandé - Docteur Arnold Netter,48.84462585769668,2.404946386814118,4
Harpe - Saint-Germain,48.851518815017,2.3436703160405,36
Daumesnil - Hébrard,48.8429,2.38474,4
Victor Hugo - Galliéni,48.838020154411,2.2460845112801,10
Montreuil - République,48.85026349463687,2.4345204234123234,3
Bois de Vincennes - Polygone,48.83544491617421,2.431421081436563,5
République - Louis Loucheur,48.823549261189,2.5101865455508,29
Mairie du 8ème ,48.877932,2.318264,11
Suffren - La Motte-Piquet,48.850881230919,2.3012199997902,19
Place Charles Michels,48.846401,2.28502,13
Gare du Nord - La Chapelle,48.884178287286,2.3561057075858,1
Molitor - Michel-Ange,48.845182081538,2.262112773566,0
George V - Christophe Colomb,48.87046,2.30104,23
Alexander Fleming - Belvédère,48.88179064200294,2.4030599377642674,4
Boétie - Ponthieu,48.871417284355,2.3076787590981,42
Aboukir - Alexandrie,48.86868344444473,2.3502043269474897,15
Abbé Carton - Plantes,48.827673823166,2.3209181427956,1
Hôpital Robert Debré,48.88005222200894,2.4008650346327003,1
Gabriel Lamé,48.8351212784276,2.385534569621086,36
Division Leclerc - Kléber,48.798666226364,2.2833752789972,2
Place André Malraux,48.863925158727,2.3356226831675,19
Parc Roger Salengro,48.905303858642,2.31055945158,28
Pyrénées - Dagorno,48.855425770695085,2.4051643162965775,1
Porte de la Muette,48.86302317841182,2.2687188170157406,25
Borrégo - Gambetta,48.87330497045532,2.4014145880937576,0
Pierre Brossolette - Adolphe Pinard,48.821772279548,2.3131558299065,2
Phalsbourg - Villiers,48.88242307900951,2.3090453445911407,4
Gare du Stade,48.9312676,2.2603778,9
Pierret - Madrid,48.882976576876565,2.260125767248034,23
Place Adolphe Cherioux - Vaugirard,48.83959442800459,2.3010657727718353,12
Hôtel de Ville de Rueil-Malmaison,48.878194,2.181724,8
Beffroy,48.886591074488,2.2613945603371,19
Gare de l'Est - Fidélité,48.874575,2.356796,6
Gare de Bercy,48.839794573906,2.3826066032052,3
Station Paris Basketball - Ney - Charles Hermite,48.898748039775,2.3645754531026,17
Petites Ecuries - Faubourg Poissonnière,48.87397217237368,2.348388757504776,16
Saint-Vincent - Verdun,48.819211549234495,2.254007756710053,31
Gay Lussac - Saint-Jacques,48.844730256132,2.3419239448664,24
Édouard Vaillant - Place Jean Jaurès,48.86265537999924,2.2089037319128613,3
LCL Campus - Place Oscar Niemeyer,48.805342480621576,2.363983690738678,1
Brillat-Savarin - Küss,48.822203,2.350422,2
Place du Docteur Yersin,48.82010494991975,2.3725583776831627,13
Place Pigalle,48.8827555,2.3361566,4
Mairie du Kremlin-Bicêtre,48.81191981537702,2.3570189997553825,3
Victor Hugo - La Pompe,48.86795222470859,2.28146318346262,22
Port - Maurice Chevalier,48.832474421632,2.490257616467,23
Gare de Laplace,48.80893199114179,2.3349460959434514,4
Tremblay - Lac des Minimes,48.834131261494,2.4547516554594,59
Sahel - Général Michel Bizot,48.840872964793355,2.4044444784522057,1
Pyrénées - Avron,48.853246898211985,2.405871044529538,2
Aubervilliers - Curial,48.89088305227546,2.3688579350709915,4
Londres - Place d'Estienne d'Orves,48.876693805756986,2.3305362090468407,17
Stalingrad - Henri Luisette,48.78363092456589,2.366935946761926,2
Pasteur - Gambetta,48.84572797384512,2.4236011505126953,7
Port-Royal - Hôpital du Val-de-Grâce,48.837668272811,2.3448138346607,8
Gare RER les Grésillons,48.919898633572764,2.31458459136273,19
Mairie du 3ème,48.86446178139141,2.361762821674347,21
Murat - Porte de Saint-Cloud,48.83750862621299,2.2577651962637906,15
Félix Faure - Lourmel,48.83868901709515,2.2818081825971603,48
Michel-Ange - Parent de Rosan,48.840579923690115,2.2584119439125065,3
Paganini - Davout,48.85135,2.412021,6
Sorbier - Gasnier-Guy,48.865217631011,2.3936596512794,0
Balard - Montagne de la Fage,48.83850740333351,2.2782871127128606,34
Clichy - Place Blanche,48.883601088297,2.3332237824798,5
Claude Vellefaux - Hôpital Saint-Louis,48.872859139003,2.3700717069851,1
Place des Droits de l'Enfant,48.8274804,2.3319217,1
Adrien Lesesne - Docteur Bauer,48.90263867304635,2.348248063431511,0
Vivienne - Montmartre,48.871347597383,2.3414588347077,34
Henri Chevreau - Couronnes,48.87033205312931,2.388777695596218,1
Godot de Mauroy - Madeleine,48.869789,2.326347,19
Place de l'Europe - Alfortville,48.78913702405837,2.4284800887107854,7
Chemin de Bretagne,48.824753068884,2.2588385956052,28
Verdier - République,48.815403766277,2.31739372015,2
Pailleron - Bouret,48.880516995482,2.3763902374411,2
Crimée - Ourcq,48.894104140316,2.3729460884673,3
Victor Hugo - Paul Eluard,48.819602554907,2.4114319673051,22
Niger - Soult,48.84369906369085,2.410361237220498,9
Pavé des Gardes - Charles Vaillant,48.81168551728,2.2111820107205,2
Messine - Place Du Pérou,48.875448033960744,2.315508019010038,10
Gare d'Asnières sur Seine,48.90636459217474,2.2835066914558415,9
Dareau - Broussais,48.8307758,2.3361804,3
Gare SNCF Vanves-Malakoff,48.819002163836444,2.292150005103606,2
Carpeaux - Place Jacques Froment,48.8906542,2.3309428,3
Pontoise - La Tournelle,48.850458009188,2.3524542754922,8
Manin - Secrétan,48.8791665,2.3787959,3
Pyrénées - Charles Renouvier,48.86095933229224,2.400421852042113,2
Cardinal Lavigerie,48.832934193699835,2.402636749399156,27
Cité Riverin - Château d'Eau,48.870702423554306,2.358739863900845,5
Mathurins - Auber,48.872988840744,2.3294984212276,34
Choron - Martyrs,48.877851443503,2.3396701365709,4
Charles Lecocq - Lecourbe,48.84044,2.294867,6
Emeriau - Beaugrenelle,48.84791249714942,2.2843059897422795,57
Auguste Cain - Jean Moulin,48.82577028927573,2.3210415244102482,1
Gare RER - Malleret-Joinville,48.802936,2.42531,0
Place aux Étoiles,48.91835629408464,2.3523425683379173,28
Arago - Glacière,48.83486054775774,2.3445770524322067,7
Pajol - Place Herbert,48.8927825,2.3635598,1
Boutroux - Porte de Vitry,48.822632,2.377738,48
Chabrol - d'Hauteville,48.877018388033,2.3513179644942,3
Oratoire - Rivoli,48.861342760889,2.3400047421455,14
René Binet - Porte de Montmartre,48.89905109950848,2.3365534096956253,4
Parvis Corentin Celton,48.82747252522725,2.2784319519996648,52
Stalingrad - Germaine Tailleferre,48.80257200481316,2.3786691203713417,1
Square Boucicaut,48.851296433665276,2.325061820447445,58
Neuve Saint-Pierre - Beautreillis,48.85355351439652,2.3639122769236565,18
Mairie de Montreuil,48.86131452758348,2.440614402294159,1
Place Jacques Madaule,48.823933787309,2.2606918215752,20
Goutte d'or - Barbès,48.885124323627,2.3496962338686,1
Pierre Levée - Fontaine Timbaud,48.86632723374305,2.3711163550615306,1
Rapp - Place du Général Gouraud,48.858102885107,2.3004072904587,26
Didot - Mariniers,48.82650543613106,2.313136198271666,1
Botzaris - Parc des Buttes Chaumont,48.877951,2.381464,3
Rochechouart lamartine,48.876719895109,2.344393021854,4
Departement - Pajol,48.886674849730184,2.3613611608743668,2
Place Jean-Spire-Lemaître,48.8468428626593,2.452062070369721,2
Stade de la Habette,48.774397033806,2.4668785263921,6
Henri Ravera - Gabriel Péri,48.79722273833844,2.302115857601166,4
Marc Sangnier - Division Leclerc,48.78599652305309,2.329955510795116,19
Villiers de l'Isle Adam - Pyrénées,48.867362,2.396222,0
Guy Môquet - Jean Moulin,48.940931521020836,2.363948999931771,28
Victor Cresson - Telles de la Poterie,48.822698842979,2.2686498274964,12
Square Alban Satragne,48.875388227727,2.3559567333359,1
Payenne - Square George Caïn,48.8578329,2.3622643,22
Sorbier - Ménilmontant,48.868542395661,2.3897721245885,0
Favart - Italiens,48.871446353921,2.3382901058508,13
Suresnes - Muette à Neuilly,48.868570404348,2.266000919044,6
Gare de la Garenne-Colombes,48.909752,2.239145,27
Grenelle - Dr Finlay,48.851315406715976,2.2919502854347233,66
Halles - Bourdonnais,48.860448992575,2.3460162431002,13
Porte Molitor,48.84524763511433,2.2569015249609947,53
Censier - Santeuil,48.840658921385234,2.3537524044513702,61
Eglise d'Auteuil,48.84749841771691,2.26848387135299,11
Place Mireille Havet,48.850533,2.383756,21
Pelleport - Belgrand,48.86500081847653,2.403980836377493,0
Louis Ganne - Davout,48.86338720692607,2.409725748002529,5
Place Paul Delouvrier,48.89197621431365,2.3851288855075836,3
Place du 8 mai 1945.,48.938882272105,2.3566243797541,24
Place Marcel Sembat,48.83328865030686,2.2441747784614567,47
René Coty - Parc Montsouris,48.82479134498032,2.336124926805496,6
Gare de Lyon - Roland Barthes,48.84395729494058,2.3790882155299187,59
Etienne Jodelle - Saint Ouen,48.88794016394694,2.326124420314341,0
Gambetta - Michelet,48.85273792380526,2.429966032505036,6
Nationale - Place Jules Guesde,48.82753962462998,2.2416052222251897,14
Place Mongolfier,48.815160030060376,2.4592879414558415,35
Chaussée d'Antin - Haussmann,48.87243,2.33359,28
Hôtel de Ville de Créteil,48.77699496201,2.4552552404284,19
Maine - Jean Zay,48.837925263898,2.3225428909063,7
Volontaires - Lecourbe,48.84351378799,2.3065522313118,9
Louis Pasteur - Albert Petit,48.796261,2.317289,2
Louis Blanc - Aqueduc,48.882030182599,2.363561578095,3
Square du Carrefour de l'Insurrection,48.820864559770676,2.291113436222077,0
Metz - Marne,48.891163,2.3865705,4
Perrault - Place du Louvre,48.860273568996,2.3412468419093,23
Gare Routière de Saint Cloud,48.84288183896324,2.222245037555695,25
Exelmans - Versailles,48.84097491091973,2.264390252530575,12
Président Wilson - Jean Jaures,48.89034054052266,2.2920683026313786,11
Square Georges Melies,48.84070239213081,2.409667745232582,21
Cadix - Hameau,48.8340107632249,2.289516180753708,9
Place Centrale,48.78740167690531,2.2278830409049992,1
Choisy - Tolbiac,48.82591155587,2.3602393269539,4
Mauroy - Cheminots,48.897715198403,2.357895075822,4
Reuilly - Daumesnil,48.8395385,2.3972516,1
Gardenat-Lapostol - Velettes,48.87387,2.224185,1
Porte Saint-Martin,48.86860172112996,2.35570102930069,3
Place Jacques et Thérèse Tréfouël,48.842726498317,2.3125657439232,5
Chateau,48.774661399959,2.3135878035462,6
Stalingrad - Désiré Chevalier,48.85670169739857,2.445072233676911,1
Marne - Charles de Gaulle,48.815071719544434,2.4121668934822087,10
Fontainebleau - Edmond Michelet,48.80956436844049,2.3626908659935,2
Gabriel Péri - Francisco Ferrer,48.88633710236977,2.407338917255402,6
Raspail - Albert Schweitzer,48.81031545,2.34395871,15
Place du Général de Gaulle,48.8525288,2.4877332,10
Place Pasdeloup,48.862654215631,2.3670325062844,3
Place Alphonse Deville,48.850188262662,2.3275961726904,22
Théâtre de La Garenne,48.905658361454,2.2345951981176,3
Blaise-Desgoffe - Vaugirard,48.846128877747,2.3242672160268,9
Bobillot - Tolbiac,48.8255961335041,2.350204177200794,8
Jardin de l'Hospice Debrousse,48.861451061938,2.40568600595,0
Bastille - Biscornet,48.851355779579,2.369220033288,57
Jean Bleuzen - Square du 11 Novembre,48.8232579,2.2965213,4
Navier - Epinettes,48.89587780769155,2.3226776719093327,0
Saint-Fargeau - Mortier,48.87266656122256,2.407912909984589,3
Square Denise Buisson,48.8562322730982,2.426436245441437,6
Bois de Vincennes.,48.8338064,2.4132221,23
Villiers - Batignolles,48.88125253846116,2.31653843075037,8
Cartier Bresson - Denis Papin,48.902616,2.397814,2
Pont Neuf - Rivoli,48.860089892617,2.344057559967,23
Vincent Auriol - Louise Weiss,48.834001935501,2.3703888058662,21
Quai du docteur Dervaux,48.910482,2.297998,1
Jean de la Fontaine - Boulainvilliers,48.85264791461651,2.2758664190769196,56
Saint-Jacques - Val de Grâce,48.8417514,2.3413893,14
Parvis Robert Schuman - Roger Salengro,48.812657470558754,2.1921751275658607,0
Place du Lieutenant Henri Karcher,48.863490871724466,2.3400671035051346,28
Regard - Rennes,48.847385404956,2.3268555477262,9
Pereire - Place de Wagram,48.887070607581215,2.304111124531457,7
Simone Signoret - Paris,48.903600624712865,2.465406596265139,19
Place de Passy,48.85780291711202,2.277500546942199,2
Filles Saint-Thomas - Place de la Bourse,48.868899890853,2.3397543845203,57
Laumière - Petit,48.88467368538326,2.380039058625698,1
BNF - Bibliothèque Nationale de France,48.8350268238,2.3760157451034,26
Greneta - Sebastopol,48.865242333228,2.3516669869423,18
Porte de Saint Cloud - Parc des Princes,48.838662757066,2.2525164484978,14
Chevreuse - Montparnasse,48.841739161231,2.3315522167367,4
Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,7
Stade Auguste Delaune,48.80896378683884,2.4345204234123234,17
Charonne - Pierre Bayle,48.858445054262,2.3903981223891,1
Paul Vaillant-Couturier - Victor Hugo,48.89819702263572,2.293848017974069,6
Louis Blanc - La Chapelle,48.884008964514,2.3599335551262,1
Francoeur - Caulaincourt,48.8899944409612,2.342529706656933,5
Arsène Houssaye - Champs-Elysées,48.873409276267,2.2977904602885,28
Mahatma Gandhi,48.876356,2.264205,10
Sarrette - Général Leclerc,48.825030852925,2.3264128693982,3
Louis Lumière - Porte de Bagnolet,48.86431136000005,2.4105210229754443,0
Porte de Ménilmontant,48.8691543609174,2.40932246879487,1
Amelot - Saint-Sébastien,48.861142162761,2.3677996181077,9
Cevennes - Bergers,48.84240765130395,2.281037718057633,11
Emeriau - Place de Brazzaville,48.850785261674964,2.2871585190296173,44
Louis Blanc - Jemmapes,48.879330755297,2.3684485629201,2
Tombe Issoire - René Coty,48.830512876709,2.3343613743782,1
Place de l'Édit de Nantes,48.88879,2.3785,3
Mutualité,48.848225572724,2.3502873256803,26
Quai de la Gare - Pont de Bercy,48.83730787972,2.3740861260598,18
Delphine Seyrig - Général Leclerc,48.893923963057865,2.39790290594101,18
Vinaigriers - Magenta,48.8731167,2.3593052,6
République - Henri Barbusse,48.90661553626751,2.389432489871979,6
Guillaume Bertrand - République,48.863825174341,2.380906377155,3
Douai - Pierre Fontaine,48.88229101148092,2.33324121683836,0
Jean Moulin - Paul Doumer,48.8622179854695,2.45533436536789,1
Lallier - Trudaine ,48.88109246617963,2.3408224806189537,2
Gabrielle Josserand - Edouard Vaillant,48.90271566255436,2.3933270573616032,1
Marie-Georges Picquart - Pereire,48.88863669349711,2.3111706599593163,3
Anatole France - Jean Lolive,48.8949922,2.4253764,3
Flandre - Ourcq,48.89260159189023,2.3790915682911873,6
Square du Théâtre du Garde-Chasse,48.881287375060616,2.420119643211365,0
Parc de Belleville - Julien Lacroix,48.8703459,2.3842214,1
Monceau - Malesherbes,48.8795079,2.3145456,37
Amaury Duval - Gabriel Péri,48.81718759671675,2.323841750621796,3
Malesherbes - Place de la Madeleine,48.870406028483,2.323243509808,66
Sibelle - Alésia,48.826701758539215,2.3384983465075493,2
Granges aux Belles,48.8761373390584,2.3680844979417,4
Place du Front Populaire - George Sand,48.90680713698062,2.364541214992642,47
Keller - La Roquette,48.8555508,2.3752778,22
Pierre Joseph Desault,48.82110230800372,2.378775402903557,8
Saint Pères - Saint Germain,48.853729675265,2.3300181032703,20
Bracion - Périphérique,48.826103771275,2.3004549373748,7
Bellefond - Poissonnière,48.87759897050706,2.348463758826256,1
Les Halles - Saint-Eustache,48.86362695901683,2.342623919248581,27
