station_name,yelp_business_name,foursquare_business_name,yelp_rating,foursquare_rating,yelp_distance,foursquare_distance
Port Royal - Hôpital Cochin,La Closerie des Lilas,Jardin des Grands Explorateurs Marco Polo et Cavelier-de-la-Salle,4.0,N/A,327.0524872284479,445
Port Royal - Hôpital Cochin,Le Bistrot des Campagnes,Académie de la Bière,4.6,N/A,782.3385361023307,136
Port Royal - Hôpital Cochin,Le Bistrot des Campagnes,Cantinella,4.6,N/A,782.3385361023307,246
Port Royal - Hôpital Cochin,Le Bistrot des Campagnes,La Closerie des Lilas,4.6,N/A,782.3385361023307,380
Port Royal - Hôpital Cochin,Le Bistrot des Campagnes,Fontaine de l'Observatoire,4.6,N/A,782.3385361023307,395
Port Royal - Hôpital Cochin,Le Bistrot des Campagnes,Jardin des Grands Explorateurs Marco Polo et Cavelier-de-la-Salle,4.6,N/A,782.3385361023307,445
Port Royal - Hôpital Cochin,Académie de la Bière,Académie de la Bière,3.7,N/A,136.21813254410202,136
Port Royal - Hôpital Cochin,Académie de la Bière,Cantinella,3.7,N/A,136.21813254410202,246
Port Royal - Hôpital Cochin,Académie de la Bière,La Closerie des Lilas,3.7,N/A,136.21813254410202,380
Port Royal - Hôpital Cochin,Académie de la Bière,Fontaine de l'Observatoire,3.7,N/A,136.21813254410202,395
Port Royal - Hôpital Cochin,Académie de la Bière,Jardin des Grands Explorateurs Marco Polo et Cavelier-de-la-Salle,3.7,N/A,136.21813254410202,445
Adolphe Pinard - Victor Hugo,Bistrotters,Chez Kimly,4.6,N/A,1166.2229490148388,817
Adolphe Pinard - Victor Hugo,Bistrotters,Spiga d'Oro 2,4.6,N/A,1166.2229490148388,790
Adolphe Pinard - Victor Hugo,Bistrotters,Le Rouge Gorge,4.6,N/A,1166.2229490148388,854
Adolphe Pinard - Victor Hugo,Bistrotters,La Régalade,4.6,N/A,1166.2229490148388,923
Adolphe Pinard - Victor Hugo,Bistrotters,Le Caroubier,4.6,N/A,1166.2229490148388,889
Adolphe Pinard - Victor Hugo,Le Timbre Poste,Chez Kimly,3.7,N/A,258.5898569103933,817
Adolphe Pinard - Victor Hugo,Le Timbre Poste,Spiga d'Oro 2,3.7,N/A,258.5898569103933,790
Adolphe Pinard - Victor Hugo,Le Timbre Poste,Le Rouge Gorge,3.7,N/A,258.5898569103933,854
Adolphe Pinard - Victor Hugo,Le Timbre Poste,La Régalade,3.7,N/A,258.5898569103933,923
Adolphe Pinard - Victor Hugo,Le Timbre Poste,Le Caroubier,3.7,N/A,258.5898569103933,889
Adolphe Pinard - Victor Hugo,Le Jeroboam,Chez Kimly,4.7,N/A,898.3897861178946,817
Adolphe Pinard - Victor Hugo,Le Jeroboam,Spiga d'Oro 2,4.7,N/A,898.3897861178946,790
Adolphe Pinard - Victor Hugo,Le Jeroboam,Le Rouge Gorge,4.7,N/A,898.3897861178946,854
Adolphe Pinard - Victor Hugo,Le Jeroboam,La Régalade,4.7,N/A,898.3897861178946,923
Adolphe Pinard - Victor Hugo,Le Jeroboam,Le Caroubier,4.7,N/A,898.3897861178946,889
Adolphe Pinard - Victor Hugo,Chez Félicie,Chez Kimly,3.9,N/A,1572.8390918685027,817
Adolphe Pinard - Victor Hugo,Chez Félicie,Spiga d'Oro 2,3.9,N/A,1572.8390918685027,790
Adolphe Pinard - Victor Hugo,Chez Félicie,Le Rouge Gorge,3.9,N/A,1572.8390918685027,854
Adolphe Pinard - Victor Hugo,Chez Félicie,La Régalade,3.9,N/A,1572.8390918685027,923
Adolphe Pinard - Victor Hugo,Chez Félicie,Le Caroubier,3.9,N/A,1572.8390918685027,889
Adolphe Pinard - Victor Hugo,Bustronome,Chez Kimly,4.5,N/A,5549.2238502358705,817
Adolphe Pinard - Victor Hugo,Bustronome,Spiga d'Oro 2,4.5,N/A,5549.2238502358705,790
Adolphe Pinard - Victor Hugo,Bustronome,Le Rouge Gorge,4.5,N/A,5549.2238502358705,854
Adolphe Pinard - Victor Hugo,Bustronome,La Régalade,4.5,N/A,5549.2238502358705,923
Adolphe Pinard - Victor Hugo,Bustronome,Le Caroubier,4.5,N/A,5549.2238502358705,889
Claude Decaen - Cannebière,Les Zygomates,Zic Zinc,4.3,N/A,209.32269668342985,154
Claude Decaen - Cannebière,Les Zygomates,Atout Livre,4.3,N/A,209.32269668342985,165
Claude Decaen - Cannebière,Les Zygomates,Boulangerie Daumesnil,4.3,N/A,209.32269668342985,171
Claude Decaen - Cannebière,Les Zygomates,Le Mai Vietnam,4.3,N/A,209.32269668342985,258
Claude Decaen - Cannebière,Les Zygomates,Bar & Beer,4.3,N/A,209.32269668342985,416
Claude Decaen - Cannebière,East Mamma,Zic Zinc,4.2,N/A,2065.4410345760457,154
Claude Decaen - Cannebière,East Mamma,Atout Livre,4.2,N/A,2065.4410345760457,165
Claude Decaen - Cannebière,East Mamma,Boulangerie Daumesnil,4.2,N/A,2065.4410345760457,171
Claude Decaen - Cannebière,East Mamma,Le Mai Vietnam,4.2,N/A,2065.4410345760457,258
Claude Decaen - Cannebière,East Mamma,Bar & Beer,4.2,N/A,2065.4410345760457,416
Claude Decaen - Cannebière,Au Trou Gascon,Zic Zinc,3.9,N/A,269.55594174533724,154
Claude Decaen - Cannebière,Au Trou Gascon,Atout Livre,3.9,N/A,269.55594174533724,165
Claude Decaen - Cannebière,Au Trou Gascon,Boulangerie Daumesnil,3.9,N/A,269.55594174533724,171
Claude Decaen - Cannebière,Au Trou Gascon,Le Mai Vietnam,3.9,N/A,269.55594174533724,258
Claude Decaen - Cannebière,Au Trou Gascon,Bar & Beer,3.9,N/A,269.55594174533724,416
Claude Decaen - Cannebière,Mokonuts,Zic Zinc,5.0,N/A,1863.48903201263,154
Claude Decaen - Cannebière,Mokonuts,Atout Livre,5.0,N/A,1863.48903201263,165
Claude Decaen - Cannebière,Mokonuts,Boulangerie Daumesnil,5.0,N/A,1863.48903201263,171
Claude Decaen - Cannebière,Mokonuts,Le Mai Vietnam,5.0,N/A,1863.48903201263,258
Claude Decaen - Cannebière,Mokonuts,Bar & Beer,5.0,N/A,1863.48903201263,416
Claude Decaen - Cannebière,Le Picotin,Zic Zinc,4.3,N/A,778.003903248425,154
Claude Decaen - Cannebière,Le Picotin,Atout Livre,4.3,N/A,778.003903248425,165
Claude Decaen - Cannebière,Le Picotin,Boulangerie Daumesnil,4.3,N/A,778.003903248425,171
Claude Decaen - Cannebière,Le Picotin,Le Mai Vietnam,4.3,N/A,778.003903248425,258
Claude Decaen - Cannebière,Le Picotin,Bar & Beer,4.3,N/A,778.003903248425,416
Pierre et Marie Curie - Maurice Thorez,Pho Bom,Okahashi,4.4,N/A,1388.1040507692646,249
Pierre et Marie Curie - Maurice Thorez,Pho Bom,Bistrot le Nouveau Brooklyn,4.4,N/A,1388.1040507692646,504
Pierre et Marie Curie - Maurice Thorez,Pho Bom,Franprix,4.4,N/A,1388.1040507692646,374
Pierre et Marie Curie - Maurice Thorez,Pho Bom,Franprix,4.4,N/A,1388.1040507692646,368
Pierre et Marie Curie - Maurice Thorez,Pho Bom,Pasqualina,4.4,N/A,1388.1040507692646,588
Pierre et Marie Curie - Maurice Thorez,Mondol Kiri,Okahashi,4.3,N/A,1932.8451694525602,249
Pierre et Marie Curie - Maurice Thorez,Mondol Kiri,Bistrot le Nouveau Brooklyn,4.3,N/A,1932.8451694525602,504
Pierre et Marie Curie - Maurice Thorez,Mondol Kiri,Franprix,4.3,N/A,1932.8451694525602,374
Pierre et Marie Curie - Maurice Thorez,Mondol Kiri,Franprix,4.3,N/A,1932.8451694525602,368
Pierre et Marie Curie - Maurice Thorez,Mondol Kiri,Pasqualina,4.3,N/A,1932.8451694525602,588
Pierre et Marie Curie - Maurice Thorez,Bustronome,Okahashi,4.5,N/A,8763.891420021711,249
Pierre et Marie Curie - Maurice Thorez,Bustronome,Bistrot le Nouveau Brooklyn,4.5,N/A,8763.891420021711,504
Pierre et Marie Curie - Maurice Thorez,Bustronome,Franprix,4.5,N/A,8763.891420021711,374
Pierre et Marie Curie - Maurice Thorez,Bustronome,Franprix,4.5,N/A,8763.891420021711,368
Pierre et Marie Curie - Maurice Thorez,Bustronome,Pasqualina,4.5,N/A,8763.891420021711,588
Pierre et Marie Curie - Maurice Thorez,Chinatown Olympiades,Okahashi,3.8,N/A,1194.4245965761058,249
Pierre et Marie Curie - Maurice Thorez,Chinatown Olympiades,Bistrot le Nouveau Brooklyn,3.8,N/A,1194.4245965761058,504
Pierre et Marie Curie - Maurice Thorez,Chinatown Olympiades,Franprix,3.8,N/A,1194.4245965761058,374
Pierre et Marie Curie - Maurice Thorez,Chinatown Olympiades,Franprix,3.8,N/A,1194.4245965761058,368
Pierre et Marie Curie - Maurice Thorez,Chinatown Olympiades,Pasqualina,3.8,N/A,1194.4245965761058,588
Pierre et Marie Curie - Maurice Thorez,Al Dabke,Okahashi,4.5,N/A,764.2598828748933,249
Pierre et Marie Curie - Maurice Thorez,Al Dabke,Bistrot le Nouveau Brooklyn,4.5,N/A,764.2598828748933,504
Pierre et Marie Curie - Maurice Thorez,Al Dabke,Franprix,4.5,N/A,764.2598828748933,374
Pierre et Marie Curie - Maurice Thorez,Al Dabke,Franprix,4.5,N/A,764.2598828748933,368
Pierre et Marie Curie - Maurice Thorez,Al Dabke,Pasqualina,4.5,N/A,764.2598828748933,588
Mornay - Sully,Le Temps des Cerises,Maria Loca,4.4,N/A,319.2166903623599,289
Mornay - Sully,Le Temps des Cerises,Écluse de l'Arsenal,4.4,N/A,319.2166903623599,293
Mornay - Sully,Le Temps des Cerises,Sherry Butt,4.4,N/A,319.2166903623599,396
Mornay - Sully,Le Temps des Cerises,Opéra Bastille,4.4,N/A,319.2166903623599,516
Mornay - Sully,Le Temps des Cerises,Place de la Bastille,4.4,N/A,319.2166903623599,511
Mornay - Sully,Chez Janou,Maria Loca,4.1,N/A,802.3998071985584,289
Mornay - Sully,Chez Janou,Écluse de l'Arsenal,4.1,N/A,802.3998071985584,293
Mornay - Sully,Chez Janou,Sherry Butt,4.1,N/A,802.3998071985584,396
Mornay - Sully,Chez Janou,Opéra Bastille,4.1,N/A,802.3998071985584,516
Mornay - Sully,Chez Janou,Place de la Bastille,4.1,N/A,802.3998071985584,511
Mornay - Sully,Chez Margot,Maria Loca,4.3,N/A,253.38974609404823,289
Mornay - Sully,Chez Margot,Écluse de l'Arsenal,4.3,N/A,253.38974609404823,293
Mornay - Sully,Chez Margot,Sherry Butt,4.3,N/A,253.38974609404823,396
Mornay - Sully,Chez Margot,Opéra Bastille,4.3,N/A,253.38974609404823,516
Mornay - Sully,Chez Margot,Place de la Bastille,4.3,N/A,253.38974609404823,511
Mornay - Sully,Chez Mademoiselle,Maria Loca,4.5,N/A,616.6384256130141,289
Mornay - Sully,Chez Mademoiselle,Écluse de l'Arsenal,4.5,N/A,616.6384256130141,293
Mornay - Sully,Chez Mademoiselle,Sherry Butt,4.5,N/A,616.6384256130141,396
Mornay - Sully,Chez Mademoiselle,Opéra Bastille,4.5,N/A,616.6384256130141,516
Mornay - Sully,Chez Mademoiselle,Place de la Bastille,4.5,N/A,616.6384256130141,511
Mornay - Sully,Septime,Maria Loca,4.3,N/A,1260.3909330897222,289
Mornay - Sully,Septime,Écluse de l'Arsenal,4.3,N/A,1260.3909330897222,293
Mornay - Sully,Septime,Sherry Butt,4.3,N/A,1260.3909330897222,396
Mornay - Sully,Septime,Opéra Bastille,4.3,N/A,1260.3909330897222,516
Mornay - Sully,Septime,Place de la Bastille,4.3,N/A,1260.3909330897222,511
Suzanne Masson,Bustronome,Point.P,4.5,N/A,8692.031178313287,410
Suzanne Masson,Bustronome,La Poste,4.5,N/A,8692.031178313287,573
Suzanne Masson,Bustronome,Pharmacie du Centre,4.5,N/A,8692.031178313287,646
Suzanne Masson,Bustronome,ENEDIS la Courneuve,4.5,N/A,8692.031178313287,697
Suzanne Masson,Bustronome,Domaliance,4.5,N/A,8692.031178313287,699
Suzanne Masson,Le Réfectoire - Foodtruck,Point.P,4.3,N/A,5151.88909767899,410
Suzanne Masson,Le Réfectoire - Foodtruck,La Poste,4.3,N/A,5151.88909767899,573
Suzanne Masson,Le Réfectoire - Foodtruck,Pharmacie du Centre,4.3,N/A,5151.88909767899,646
Suzanne Masson,Le Réfectoire - Foodtruck,ENEDIS la Courneuve,4.3,N/A,5151.88909767899,697
Suzanne Masson,Le Réfectoire - Foodtruck,Domaliance,4.3,N/A,5151.88909767899,699
Suzanne Masson,"Chez Gaby, Casal Do Corvo",Point.P,5.0,N/A,263.1760914222247,410
Suzanne Masson,"Chez Gaby, Casal Do Corvo",La Poste,5.0,N/A,263.1760914222247,573
Suzanne Masson,"Chez Gaby, Casal Do Corvo",Pharmacie du Centre,5.0,N/A,263.1760914222247,646
Suzanne Masson,"Chez Gaby, Casal Do Corvo",ENEDIS la Courneuve,5.0,N/A,263.1760914222247,697
Suzanne Masson,"Chez Gaby, Casal Do Corvo",Domaliance,5.0,N/A,263.1760914222247,699
Suzanne Masson,Café Cacao,Point.P,5.0,N/A,1053.8673627898256,410
Suzanne Masson,Café Cacao,La Poste,5.0,N/A,1053.8673627898256,573
Suzanne Masson,Café Cacao,Pharmacie du Centre,5.0,N/A,1053.8673627898256,646
Suzanne Masson,Café Cacao,ENEDIS la Courneuve,5.0,N/A,1053.8673627898256,697
Suzanne Masson,Café Cacao,Domaliance,5.0,N/A,1053.8673627898256,699
Suzanne Masson,New Soul Food,Point.P,4.1,N/A,10458.772448674254,410
Suzanne Masson,New Soul Food,La Poste,4.1,N/A,10458.772448674254,573
Suzanne Masson,New Soul Food,Pharmacie du Centre,4.1,N/A,10458.772448674254,646
Suzanne Masson,New Soul Food,ENEDIS la Courneuve,4.1,N/A,10458.772448674254,697
Suzanne Masson,New Soul Food,Domaliance,4.1,N/A,10458.772448674254,699
Legendre - Clichy,Pink Mamma,Marché Couvert Batignolles,4.0,N/A,1175.0000476329942,233
Legendre - Clichy,Pink Mamma,Menelik,4.0,N/A,1175.0000476329942,243
Legendre - Clichy,Pink Mamma,Cucuzza,4.0,N/A,1175.0000476329942,305
Legendre - Clichy,Pink Mamma,Le Refuge des Moines,4.0,N/A,1175.0000476329942,312
Legendre - Clichy,Pink Mamma,L'Etabli,4.0,N/A,1175.0000476329942,347
Legendre - Clichy,Al Caratello,Marché Couvert Batignolles,4.7,N/A,1061.6034654119155,233
Legendre - Clichy,Al Caratello,Menelik,4.7,N/A,1061.6034654119155,243
Legendre - Clichy,Al Caratello,Cucuzza,4.7,N/A,1061.6034654119155,305
Legendre - Clichy,Al Caratello,Le Refuge des Moines,4.7,N/A,1061.6034654119155,312
Legendre - Clichy,Al Caratello,L'Etabli,4.7,N/A,1061.6034654119155,347
Legendre - Clichy,Comme chez Maman,Marché Couvert Batignolles,4.3,N/A,363.08702800433406,233
Legendre - Clichy,Comme chez Maman,Menelik,4.3,N/A,363.08702800433406,243
Legendre - Clichy,Comme chez Maman,Cucuzza,4.3,N/A,363.08702800433406,305
Legendre - Clichy,Comme chez Maman,Le Refuge des Moines,4.3,N/A,363.08702800433406,312
Legendre - Clichy,Comme chez Maman,L'Etabli,4.3,N/A,363.08702800433406,347
Legendre - Clichy,Le Basilic,Marché Couvert Batignolles,4.2,N/A,920.1268939418832,233
Legendre - Clichy,Le Basilic,Menelik,4.2,N/A,920.1268939418832,243
Legendre - Clichy,Le Basilic,Cucuzza,4.2,N/A,920.1268939418832,305
Legendre - Clichy,Le Basilic,Le Refuge des Moines,4.2,N/A,920.1268939418832,312
Legendre - Clichy,Le Basilic,L'Etabli,4.2,N/A,920.1268939418832,347
Legendre - Clichy,Cucuzza,Marché Couvert Batignolles,4.8,N/A,304.16582920116406,233
Legendre - Clichy,Cucuzza,Menelik,4.8,N/A,304.16582920116406,243
Legendre - Clichy,Cucuzza,Cucuzza,4.8,N/A,304.16582920116406,305
Legendre - Clichy,Cucuzza,Le Refuge des Moines,4.8,N/A,304.16582920116406,312
Legendre - Clichy,Cucuzza,L'Etabli,4.8,N/A,304.16582920116406,347
Place Charles de Gaulle,Au Soleil Levant,Song Giang,4.7,N/A,1091.3142889674443,89
Place Charles de Gaulle,Au Soleil Levant,Perrinelle Bernard,4.7,N/A,1091.3142889674443,109
Place Charles de Gaulle,Au Soleil Levant,La Crêperie des Artistes,4.7,N/A,1091.3142889674443,413
Place Charles de Gaulle,Au Soleil Levant,A la Reine Astrid,4.7,N/A,1091.3142889674443,309
Place Charles de Gaulle,Au Soleil Levant,Les Délices d'Avray,4.7,N/A,1091.3142889674443,328
Place Charles de Gaulle,Le Corot,Song Giang,5.0,N/A,649.3023919374347,89
Place Charles de Gaulle,Le Corot,Perrinelle Bernard,5.0,N/A,649.3023919374347,109
Place Charles de Gaulle,Le Corot,La Crêperie des Artistes,5.0,N/A,649.3023919374347,413
Place Charles de Gaulle,Le Corot,A la Reine Astrid,5.0,N/A,649.3023919374347,309
Place Charles de Gaulle,Le Corot,Les Délices d'Avray,5.0,N/A,649.3023919374347,328
Place Charles de Gaulle,Le Café des Artistes,Song Giang,4.6,N/A,692.2704904282251,89
Place Charles de Gaulle,Le Café des Artistes,Perrinelle Bernard,4.6,N/A,692.2704904282251,109
Place Charles de Gaulle,Le Café des Artistes,La Crêperie des Artistes,4.6,N/A,692.2704904282251,413
Place Charles de Gaulle,Le Café des Artistes,A la Reine Astrid,4.6,N/A,692.2704904282251,309
Place Charles de Gaulle,Le Café des Artistes,Les Délices d'Avray,4.6,N/A,692.2704904282251,328
Place Charles de Gaulle,Le Tajmahal,Song Giang,4.8,N/A,1327.641410488462,89
Place Charles de Gaulle,Le Tajmahal,Perrinelle Bernard,4.8,N/A,1327.641410488462,109
Place Charles de Gaulle,Le Tajmahal,La Crêperie des Artistes,4.8,N/A,1327.641410488462,413
Place Charles de Gaulle,Le Tajmahal,A la Reine Astrid,4.8,N/A,1327.641410488462,309
Place Charles de Gaulle,Le Tajmahal,Les Délices d'Avray,4.8,N/A,1327.641410488462,328
Place Charles de Gaulle,Le Réfectoire - Foodtruck,Song Giang,4.3,N/A,14093.742339090126,89
Place Charles de Gaulle,Le Réfectoire - Foodtruck,Perrinelle Bernard,4.3,N/A,14093.742339090126,109
Place Charles de Gaulle,Le Réfectoire - Foodtruck,La Crêperie des Artistes,4.3,N/A,14093.742339090126,413
Place Charles de Gaulle,Le Réfectoire - Foodtruck,A la Reine Astrid,4.3,N/A,14093.742339090126,309
Place Charles de Gaulle,Le Réfectoire - Foodtruck,Les Délices d'Avray,4.3,N/A,14093.742339090126,328
Roquette - Auguste Laurent,Chez Janou,VG Pâtisserie,4.1,N/A,1079.421890842419,119
Roquette - Auguste Laurent,Chez Janou,Chez Aline,4.1,N/A,1079.421890842419,261
Roquette - Auguste Laurent,Chez Janou,Le Servan,4.1,N/A,1079.421890842419,342
Roquette - Auguste Laurent,Chez Janou,Atelier des Lumières,4.1,N/A,1079.421890842419,437
Roquette - Auguste Laurent,Chez Janou,Yemma,4.1,N/A,1079.421890842419,433
Roquette - Auguste Laurent,Septime,VG Pâtisserie,4.3,N/A,501.9173001187637,119
Roquette - Auguste Laurent,Septime,Chez Aline,4.3,N/A,501.9173001187637,261
Roquette - Auguste Laurent,Septime,Le Servan,4.3,N/A,501.9173001187637,342
Roquette - Auguste Laurent,Septime,Atelier des Lumières,4.3,N/A,501.9173001187637,437
Roquette - Auguste Laurent,Septime,Yemma,4.3,N/A,501.9173001187637,433
Roquette - Auguste Laurent,Chez Troquette,VG Pâtisserie,4.9,N/A,135.89311107921108,119
Roquette - Auguste Laurent,Chez Troquette,Chez Aline,4.9,N/A,135.89311107921108,261
Roquette - Auguste Laurent,Chez Troquette,Le Servan,4.9,N/A,135.89311107921108,342
Roquette - Auguste Laurent,Chez Troquette,Atelier des Lumières,4.9,N/A,135.89311107921108,437
Roquette - Auguste Laurent,Chez Troquette,Yemma,4.9,N/A,135.89311107921108,433
Roquette - Auguste Laurent,Clamato,VG Pâtisserie,4.4,N/A,503.75295993732135,119
Roquette - Auguste Laurent,Clamato,Chez Aline,4.4,N/A,503.75295993732135,261
Roquette - Auguste Laurent,Clamato,Le Servan,4.4,N/A,503.75295993732135,342
Roquette - Auguste Laurent,Clamato,Atelier des Lumières,4.4,N/A,503.75295993732135,437
Roquette - Auguste Laurent,Clamato,Yemma,4.4,N/A,503.75295993732135,433
Roquette - Auguste Laurent,Le Temps des Cerises,VG Pâtisserie,4.4,N/A,1423.2294584824606,119
Roquette - Auguste Laurent,Le Temps des Cerises,Chez Aline,4.4,N/A,1423.2294584824606,261
Roquette - Auguste Laurent,Le Temps des Cerises,Le Servan,4.4,N/A,1423.2294584824606,342
Roquette - Auguste Laurent,Le Temps des Cerises,Atelier des Lumières,4.4,N/A,1423.2294584824606,437
Roquette - Auguste Laurent,Le Temps des Cerises,Yemma,4.4,N/A,1423.2294584824606,433
Bridaine - Lamandé,Pink Mamma,L'Etabli,4.0,N/A,1121.770858616622,18
Bridaine - Lamandé,Pink Mamma,L'Ebeniste du Vin,4.0,N/A,1121.770858616622,202
Bridaine - Lamandé,Pink Mamma,Café Dose Paris Batignolles,4.0,N/A,1121.770858616622,228
Bridaine - Lamandé,Pink Mamma,Cucuzza,4.0,N/A,1121.770858616622,236
Bridaine - Lamandé,Pink Mamma,Le Boeuf Volant,4.0,N/A,1121.770858616622,239
Bridaine - Lamandé,Al Caratello,L'Etabli,4.7,N/A,1122.0059670144865,18
Bridaine - Lamandé,Al Caratello,L'Ebeniste du Vin,4.7,N/A,1122.0059670144865,202
Bridaine - Lamandé,Al Caratello,Café Dose Paris Batignolles,4.7,N/A,1122.0059670144865,228
Bridaine - Lamandé,Al Caratello,Cucuzza,4.7,N/A,1122.0059670144865,236
Bridaine - Lamandé,Al Caratello,Le Boeuf Volant,4.7,N/A,1122.0059670144865,239
Bridaine - Lamandé,Comme chez Maman,L'Etabli,4.3,N/A,243.90721814343468,18
Bridaine - Lamandé,Comme chez Maman,L'Ebeniste du Vin,4.3,N/A,243.90721814343468,202
Bridaine - Lamandé,Comme chez Maman,Café Dose Paris Batignolles,4.3,N/A,243.90721814343468,228
Bridaine - Lamandé,Comme chez Maman,Cucuzza,4.3,N/A,243.90721814343468,236
Bridaine - Lamandé,Comme chez Maman,Le Boeuf Volant,4.3,N/A,243.90721814343468,239
Bridaine - Lamandé,L'Endroit,L'Etabli,3.8,N/A,181.51451128865438,18
Bridaine - Lamandé,L'Endroit,L'Ebeniste du Vin,3.8,N/A,181.51451128865438,202
Bridaine - Lamandé,L'Endroit,Café Dose Paris Batignolles,3.8,N/A,181.51451128865438,228
Bridaine - Lamandé,L'Endroit,Cucuzza,3.8,N/A,181.51451128865438,236
Bridaine - Lamandé,L'Endroit,Le Boeuf Volant,3.8,N/A,181.51451128865438,239
Bridaine - Lamandé,Le Club des 5,L'Etabli,3.9,N/A,115.78390351760113,18
Bridaine - Lamandé,Le Club des 5,L'Ebeniste du Vin,3.9,N/A,115.78390351760113,202
Bridaine - Lamandé,Le Club des 5,Café Dose Paris Batignolles,3.9,N/A,115.78390351760113,228
Bridaine - Lamandé,Le Club des 5,Cucuzza,3.9,N/A,115.78390351760113,236
Bridaine - Lamandé,Le Club des 5,Le Boeuf Volant,3.9,N/A,115.78390351760113,239
Ney - Porte de Montmartre,Al Caratello,La Poste,4.7,N/A,1410.7191074493705,75
Ney - Porte de Montmartre,Al Caratello,La Bricole,4.7,N/A,1410.7191074493705,310
Ney - Porte de Montmartre,Al Caratello,Franprix,4.7,N/A,1410.7191074493705,147
Ney - Porte de Montmartre,Al Caratello,Le Sultan,4.7,N/A,1410.7191074493705,423
Ney - Porte de Montmartre,Al Caratello,Picolo,4.7,N/A,1410.7191074493705,443
Ney - Porte de Montmartre,Sacrée Fleur,La Poste,4.6,N/A,1429.2777371865423,75
Ney - Porte de Montmartre,Sacrée Fleur,La Bricole,4.6,N/A,1429.2777371865423,310
Ney - Porte de Montmartre,Sacrée Fleur,Franprix,4.6,N/A,1429.2777371865423,147
Ney - Porte de Montmartre,Sacrée Fleur,Le Sultan,4.6,N/A,1429.2777371865423,423
Ney - Porte de Montmartre,Sacrée Fleur,Picolo,4.6,N/A,1429.2777371865423,443
Ney - Porte de Montmartre,Le Basilic,La Poste,4.2,N/A,1335.0078017068965,75
Ney - Porte de Montmartre,Le Basilic,La Bricole,4.2,N/A,1335.0078017068965,310
Ney - Porte de Montmartre,Le Basilic,Franprix,4.2,N/A,1335.0078017068965,147
Ney - Porte de Montmartre,Le Basilic,Le Sultan,4.2,N/A,1335.0078017068965,423
Ney - Porte de Montmartre,Le Basilic,Picolo,4.2,N/A,1335.0078017068965,443
Ney - Porte de Montmartre,The Hardware Société,La Poste,4.6,N/A,1363.1197243577235,75
Ney - Porte de Montmartre,The Hardware Société,La Bricole,4.6,N/A,1363.1197243577235,310
Ney - Porte de Montmartre,The Hardware Société,Franprix,4.6,N/A,1363.1197243577235,147
Ney - Porte de Montmartre,The Hardware Société,Le Sultan,4.6,N/A,1363.1197243577235,423
Ney - Porte de Montmartre,The Hardware Société,Picolo,4.6,N/A,1363.1197243577235,443
Ney - Porte de Montmartre,La Boîte aux Lettres,La Poste,4.8,N/A,1239.1139241696728,75
Ney - Porte de Montmartre,La Boîte aux Lettres,La Bricole,4.8,N/A,1239.1139241696728,310
Ney - Porte de Montmartre,La Boîte aux Lettres,Franprix,4.8,N/A,1239.1139241696728,147
Ney - Porte de Montmartre,La Boîte aux Lettres,Le Sultan,4.8,N/A,1239.1139241696728,423
Ney - Porte de Montmartre,La Boîte aux Lettres,Picolo,4.8,N/A,1239.1139241696728,443
